job_title,salary_usd,experience_level,employment_type,location,remote_ratio,company_size,source
Data Pipeline Engineer,73021.04,mid,FT,"New York, NY",50,S,synthetic
ML Platform Engineer Senior,162835.35,senior,FT,"London, UK",50,L,synthetic
Junior Accountant,0.0,entry,FT,"Chicago, IL",50,M,synthetic
Senior Controller,0.0,senior,FT,"Madrid, Spain",0,S,synthetic
Content Marketing Intern,31856.54,entry,FT,"Dubai, UAE",100,L,synthetic
Junior Accountant,0.0,entry,FT,"Madrid, Spain",0,M,synthetic
ML Platform Engineer Senior,181797.91,senior,FT,"Boston, MA",100,L,synthetic
Finance Graduate Trainee,0.0,entry,FT,"Casablanca, Morocco",0,L,synthetic
Lead AI Engineer,141031.94,senior,FT,"Austin, TX",100,L,synthetic
Junior Controller,0.0,entry,FT,"Dubai, UAE",0,L,synthetic
Social Media Manager Junior,39443.84,entry,FT,"Berlin, Germany",100,L,synthetic
Analytics Engineer,103095.64,mid,FT,Remote,0,L,synthetic
Odoo Implementation Consultant,36805.0,entry,FT,"Toronto, Canada",0,L,synthetic
Junior HR Generalist,0.0,entry,FT,"Dubai, UAE",50,M,synthetic
Lead AI Engineer,0.0,senior,FT,"Casablanca, Morocco",50,M,synthetic
Community Manager Junior,49353.12,entry,FT,"Madrid, Spain",100,L,synthetic
Data Reporting Analyst,42177.38,entry,FT,"San Francisco, CA",100,M,synthetic
Finance Graduate Trainee,30185.75,entry,FT,"New York, NY",0,M,synthetic
Lead ML Engineer,161200.62,senior,FT,Remote - Europe,100,M,synthetic
Head of Finance,159105.49,senior,FT,"Dubai, UAE",0,L,synthetic
ETL Developer,88979.99,mid,FT,Remote,100,M,synthetic
Junior Django Developer,0.0,entry,FT,"Amsterdam, Netherlands",50,L,synthetic
HR Coordinator Entry Level,49100.97,entry,FT,"Madrid, Spain",50,L,synthetic
Digital Marketing Intern,44854.98,entry,FT,"Chicago, IL",100,M,synthetic
HR Coordinator Entry Level,49591.15,entry,FT,"San Francisco, CA",0,L,synthetic
Junior Web Developer,0.0,entry,FT,"Montreal, Canada",50,M,synthetic
Talent Acquisition Intern,0.0,entry,FT,Remote - Europe,0,S,synthetic
Accounting Intern,36565.63,entry,FT,Remote - Worldwide,50,L,synthetic
Data Science Graduate,79224.49,entry,FT,Remote - Worldwide,50,M,synthetic
Machine Learning Engineer Intern,70475.03,entry,FT,"Casablanca, Morocco",50,S,synthetic
Data Pipeline Engineer,0.0,mid,FT,Remote,0,M,synthetic
Junior PHP Developer,0.0,entry,FT,Remote - Europe,0,S,synthetic
Junior Data Scientist,63891.59,entry,FT,"Lyon, France",50,S,synthetic
Senior Data Engineer,122710.54,mid,FT,Remote - Europe,100,L,synthetic
ERP Support Analyst,0.0,entry,FT,"New York, NY",50,L,synthetic
Finance Manager,155153.46,senior,FT,Remote - Europe,50,M,synthetic
Accounting Intern,0.0,entry,FT,Remote - Europe,50,L,synthetic
Junior Marketing Analyst,35725.87,entry,FT,Remote - Worldwide,50,L,synthetic
Data Engineer,126658.06,mid,FT,"Lyon, France",100,S,synthetic
ERP Analyst Junior,35181.79,entry,FT,"Amsterdam, Netherlands",50,S,synthetic
Data Engineer,122673.61,mid,FT,"Austin, TX",100,M,synthetic
Social Media Manager Junior,0.0,entry,FT,"Madrid, Spain",0,S,synthetic
Junior Django Developer,0.0,entry,FT,"Austin, TX",50,L,synthetic
Junior HR Generalist,42577.57,entry,FT,Remote - Europe,0,S,synthetic
Data Pipeline Engineer,0.0,mid,FT,Remote - Worldwide,0,L,synthetic
Analytics Engineer,77122.41,mid,FT,"London, UK",50,M,synthetic
Analytics Intern,44926.44,entry,FT,"Madrid, Spain",0,M,synthetic
Frontend Developer Junior,0.0,entry,FT,"Madrid, Spain",0,S,synthetic
Junior SEO Analyst,32477.32,entry,FT,Remote - US,100,L,synthetic
Recruitment Intern,33824.52,entry,FT,"Austin, TX",50,S,synthetic
Senior Machine Learning Engineer,181234.69,senior,FT,"Seattle, WA",0,S,synthetic
Senior Data Scientist,199102.21,senior,FT,"Brussels, Belgium",50,M,synthetic
Junior Accountant,0.0,entry,FT,Remote - Europe,0,L,synthetic
Junior Accountant,53322.34,entry,FT,"Amsterdam, Netherlands",50,L,synthetic
Junior Django Developer,0.0,entry,FT,"Amsterdam, Netherlands",0,S,synthetic
Analytics Engineer,91938.65,mid,FT,"San Francisco, CA",100,M,synthetic
Data Science Graduate,0.0,entry,FT,"New York, NY",100,M,synthetic
BI Developer Entry Level,51600.77,entry,FT,"San Francisco, CA",0,L,synthetic
Junior Financial Analyst,39569.98,entry,FT,"London, UK",0,M,synthetic
Power BI Developer Junior,0.0,entry,FT,"New York, NY",0,M,synthetic
Junior Accountant,0.0,entry,FT,Remote - US,0,M,synthetic
AI Research Intern,45918.88,entry,FT,Remote - Europe,100,L,synthetic
HR Assistant,33918.47,entry,FT,Remote - US,50,S,synthetic
Content Marketing Intern,0.0,entry,FT,"Madrid, Spain",50,S,synthetic
AI Research Intern,0.0,entry,FT,"Austin, TX",100,M,synthetic
AI Research Intern,0.0,entry,FT,"Boston, MA",50,M,synthetic
Senior Data Scientist,163503.71,senior,FT,"Lyon, France",0,S,synthetic
Junior SEO Analyst,0.0,entry,FT,"London, UK",100,L,synthetic
Machine Learning Engineer Intern,0.0,entry,FT,Remote - Worldwide,100,M,synthetic
Lead ML Engineer,197584.57,senior,FT,"London, UK",100,M,synthetic
HR Assistant,38411.1,entry,FT,Remote - Europe,50,M,synthetic
Audit Assistant,32914.14,entry,FT,"Toronto, Canada",0,S,synthetic
Junior Controller,0.0,entry,FT,"San Francisco, CA",0,S,synthetic
Recruitment Intern,46286.86,entry,FT,"London, UK",0,S,synthetic
Data Engineer,80116.35,mid,FT,"San Francisco, CA",0,S,synthetic
Junior Financial Analyst,45699.9,entry,FT,Remote,0,M,synthetic
Head of Finance,0.0,senior,FT,"San Francisco, CA",0,L,synthetic
Senior Data Scientist,0.0,senior,FT,"London, UK",0,S,synthetic
ERP Support Analyst,0.0,entry,FT,"London, UK",0,L,synthetic
Data Analyst Graduate,0.0,entry,FT,"Amsterdam, Netherlands",100,M,synthetic
Junior SAP Consultant,0.0,entry,FT,Remote - Worldwide,0,M,synthetic
Analytics Intern,0.0,entry,FT,"New York, NY",100,S,synthetic
Accounting Intern,30319.65,entry,FT,"Dubai, UAE",50,L,synthetic
Finance Graduate Trainee,32121.56,entry,FT,Remote - US,50,L,synthetic
Lead AI Engineer,146585.65,senior,FT,Remote,50,L,synthetic
Data Science Graduate,61736.37,entry,FT,"New York, NY",0,M,synthetic
Data Visualization Analyst,43856.92,entry,FT,Remote,50,L,synthetic
Data Pipeline Engineer,108835.55,mid,FT,"Dubai, UAE",0,M,synthetic
Junior Data Scientist,0.0,entry,FT,Remote - Worldwide,100,L,synthetic
ETL Developer,105164.81,mid,FT,"Seattle, WA",100,L,synthetic
Audit Assistant,44827.13,entry,FT,"Chicago, IL",0,M,synthetic
Junior Python Developer,0.0,entry,FT,"Seattle, WA",100,L,synthetic
Junior NLP Engineer,0.0,entry,FT,Remote,100,L,synthetic
Content Marketing Intern,0.0,entry,FT,"Seattle, WA",0,L,synthetic
ETL Developer,107267.9,mid,FT,"New York, NY",100,S,synthetic
Social Media Manager Junior,0.0,entry,FT,"Chicago, IL",0,S,synthetic
Junior ML Engineer,56617.36,entry,FT,"Seattle, WA",0,S,synthetic
Community Manager Junior,50411.67,entry,FT,"Paris, France",0,M,synthetic
Junior Financial Analyst,46751.65,entry,FT,"Amsterdam, Netherlands",0,S,synthetic
Director of Finance,111908.68,senior,FT,"Casablanca, Morocco",50,S,synthetic
Community Manager Junior,0.0,entry,FT,Remote,50,L,synthetic
Talent Acquisition Intern,47447.27,entry,FT,"Chicago, IL",0,M,synthetic
Senior Machine Learning Engineer,0.0,senior,FT,Remote - Worldwide,50,M,synthetic
ERP Support Analyst,38532.22,entry,FT,Remote - Europe,50,M,synthetic
Junior Django Developer,0.0,entry,FT,"Seattle, WA",50,S,synthetic
Odoo Implementation Consultant,0.0,entry,FT,"Berlin, Germany",50,L,synthetic
AI Research Intern,66631.1,entry,FT,Remote - Worldwide,50,L,synthetic
Web Developer Intern,51306.48,entry,FT,"Montreal, Canada",50,M,synthetic
AI Engineer Entry Level,0.0,entry,FT,"Toronto, Canada",0,S,synthetic
Data Analyst Graduate,35866.08,entry,FT,"Montreal, Canada",100,L,synthetic
HR Assistant,0.0,entry,FT,"Chicago, IL",50,S,synthetic
Data Engineer,115357.64,mid,FT,Remote - US,100,L,synthetic
Lead ML Engineer,95157.25,senior,FT,Remote - Worldwide,50,M,synthetic
Cloud Data Engineer,71516.33,mid,FT,"Toronto, Canada",0,S,synthetic
Talent Acquisition Intern,37402.74,entry,FT,"Dubai, UAE",0,S,synthetic
Junior SAP Consultant,45422.86,entry,FT,"Berlin, Germany",0,L,synthetic
Digital Marketing Intern,0.0,entry,FT,"Lyon, France",0,S,synthetic
Audit Assistant,35128.88,entry,FT,"Montreal, Canada",0,L,synthetic
Lead ML Engineer,147839.55,senior,FT,"Madrid, Spain",100,L,synthetic
Recruitment Intern,43285.19,entry,FT,"Chicago, IL",0,M,synthetic
Junior Controller,43654.16,entry,FT,"Tunis, Tunisia",0,M,synthetic
Junior Controller,44490.71,entry,FT,Remote - Worldwide,50,L,synthetic
HR Coordinator Entry Level,39388.97,entry,FT,"Austin, TX",50,L,synthetic
ERP Support Analyst,0.0,entry,FT,"San Francisco, CA",0,S,synthetic
HR Coordinator Entry Level,0.0,entry,FT,Remote - Worldwide,0,L,synthetic
Junior Accountant,0.0,entry,FT,"Dubai, UAE",0,S,synthetic
Junior NLP Engineer,60518.41,entry,FT,"Lyon, France",100,S,synthetic
Business Intelligence Analyst,0.0,entry,FT,Remote - US,0,S,synthetic
Cloud Data Engineer,0.0,mid,FT,"Toronto, Canada",0,S,synthetic
Senior NLP Engineer,0.0,senior,FT,"Toronto, Canada",100,S,synthetic
Talent Acquisition Intern,0.0,entry,FT,"London, UK",0,L,synthetic
HR Assistant,28968.28,entry,FT,"Berlin, Germany",0,L,synthetic
Odoo Developer Junior,45484.87,entry,FT,"Seattle, WA",0,M,synthetic
Finance Manager,138311.91,senior,FT,Remote,0,M,synthetic
BI Developer Entry Level,0.0,entry,FT,"Lyon, France",100,S,synthetic
Finance Manager,0.0,senior,FT,"Toronto, Canada",50,L,synthetic
Junior Python Developer,39579.5,entry,FT,"Lyon, France",50,L,synthetic
Staff Machine Learning Engineer,0.0,senior,FT,"Dubai, UAE",0,M,synthetic
Senior Controller,90045.71,senior,FT,"New York, NY",50,L,synthetic
Data Engineer,81341.26,mid,FT,Remote - Europe,100,L,synthetic
Junior NLP Engineer,53053.88,entry,FT,"Amsterdam, Netherlands",50,L,synthetic
Data Analyst Intern,0.0,entry,FT,"Montreal, Canada",50,L,synthetic
Machine Learning Analyst,47581.27,entry,FT,"Toronto, Canada",50,M,synthetic
Data Pipeline Engineer,0.0,mid,FT,Remote - Worldwide,50,L,synthetic
Junior Data Scientist,65240.89,entry,FT,"San Francisco, CA",0,S,synthetic
Senior Financial Analyst,115621.28,senior,FT,"Brussels, Belgium",0,M,synthetic
BI Developer Entry Level,0.0,entry,FT,"Amsterdam, Netherlands",0,M,synthetic
Junior Web Developer,30249.51,entry,FT,"Seattle, WA",50,M,synthetic
Junior SQL Analyst,46543.02,entry,FT,Remote - Worldwide,50,L,synthetic
Data Pipeline Engineer,0.0,mid,FT,Remote - US,0,S,synthetic
ERP Support Analyst,0.0,entry,FT,"Lyon, France",50,L,synthetic
Recruitment Intern,35951.11,entry,FT,"Dubai, UAE",0,L,synthetic
Accounting Intern,47332.08,entry,FT,"Amsterdam, Netherlands",0,M,synthetic
Junior HR Generalist,49331.15,entry,FT,Remote - US,50,L,synthetic
Junior Python Developer,32866.61,entry,FT,"Madrid, Spain",0,M,synthetic
Director of Finance,126683.79,senior,FT,Remote,50,S,synthetic
HR Assistant,0.0,entry,FT,Remote,0,M,synthetic
Junior SAP Consultant,41982.34,entry,FT,"Lyon, France",50,S,synthetic
Staff Machine Learning Engineer,120247.99,senior,FT,"Seattle, WA",0,M,synthetic
Junior SAP Consultant,37783.49,entry,FT,"Seattle, WA",0,S,synthetic
Data Pipeline Engineer,120659.05,mid,FT,"Seattle, WA",0,M,synthetic
Junior Web Developer,0.0,entry,FT,"Toronto, Canada",0,M,synthetic
Data Analyst Graduate,41903.55,entry,FT,"Dubai, UAE",50,M,synthetic
ERP Analyst Junior,34838.8,entry,FT,"Tunis, Tunisia",50,S,synthetic
Junior Python Developer,38413.8,entry,FT,"Seattle, WA",0,S,synthetic
Analytics Engineer,77960.3,mid,FT,Remote - Worldwide,50,L,synthetic
Talent Acquisition Intern,39116.44,entry,FT,"Brussels, Belgium",50,L,synthetic
Junior SEO Analyst,46315.51,entry,FT,"San Francisco, CA",50,M,synthetic
Lead AI Engineer,164485.08,senior,FT,"Boston, MA",0,S,synthetic
Accounting Intern,0.0,entry,FT,Remote - Europe,50,S,synthetic
ML Platform Engineer Senior,133179.84,senior,FT,"Chicago, IL",100,S,synthetic
HR Coordinator Entry Level,0.0,entry,FT,"Dubai, UAE",0,L,synthetic
Junior Full Stack Developer,52341.74,entry,FT,"Brussels, Belgium",100,L,synthetic
Cloud Data Engineer,107897.59,mid,FT,"London, UK",0,L,synthetic
Junior Computer Vision Engineer,0.0,entry,FT,Remote - US,50,S,synthetic
Reporting Analyst Junior,35344.43,entry,FT,"San Francisco, CA",100,L,synthetic
Senior Audit Manager,88418.15,senior,FT,"Boston, MA",50,L,synthetic
Senior Machine Learning Engineer,108297.23,senior,FT,"New York, NY",100,L,synthetic
Junior Accountant,49120.43,entry,FT,"Toronto, Canada",50,L,synthetic
AI Research Intern,54547.7,entry,FT,"Austin, TX",0,L,synthetic
Frontend Developer Junior,0.0,entry,FT,"Lyon, France",100,S,synthetic
Head of Finance,141242.41,senior,FT,"New York, NY",0,M,synthetic
Machine Learning Analyst,60870.13,entry,FT,"Tunis, Tunisia",50,L,synthetic
Junior Django Developer,0.0,entry,FT,"Amsterdam, Netherlands",0,S,synthetic
HR Assistant,39281.4,entry,FT,"London, UK",50,L,synthetic
Talent Acquisition Intern,31753.95,entry,FT,Remote - US,50,M,synthetic
Data Science Graduate,55473.2,entry,FT,"Boston, MA",100,M,synthetic
Senior Data Engineer,125341.12,mid,FT,"Brussels, Belgium",100,L,synthetic
Director of Finance,123194.61,senior,FT,"Paris, France",0,M,synthetic
Social Media Manager Junior,34523.86,entry,FT,"New York, NY",50,S,synthetic
Junior BI Analyst,0.0,entry,FT,"Madrid, Spain",50,L,synthetic
Digital Marketing Intern,51423.7,entry,FT,"Boston, MA",0,L,synthetic
Junior Python Developer,52972.02,entry,FT,"Madrid, Spain",100,S,synthetic
Junior Controller,43254.16,entry,FT,"Dubai, UAE",50,L,synthetic
Senior Financial Analyst,95750.15,senior,FT,"Toronto, Canada",0,M,synthetic
Junior SQL Analyst,0.0,entry,FT,"New York, NY",0,S,synthetic
Talent Acquisition Intern,36117.56,entry,FT,"London, UK",50,S,synthetic
AI Engineer Entry Level,0.0,entry,FT,"New York, NY",0,M,synthetic
Director of Finance,0.0,senior,FT,"Montreal, Canada",50,S,synthetic
Senior NLP Engineer,139769.19,senior,FT,"Berlin, Germany",50,S,synthetic
Power BI Developer Junior,42315.9,entry,FT,"London, UK",50,M,synthetic
Junior SEO Analyst,0.0,entry,FT,"Lyon, France",100,S,synthetic
Junior Controller,43131.61,entry,FT,"London, UK",0,L,synthetic
Junior SEO Analyst,35769.58,entry,FT,Remote - Worldwide,100,L,synthetic
Junior Controller,0.0,entry,FT,"San Francisco, CA",0,S,synthetic
Junior Accountant,43496.66,entry,FT,"Seattle, WA",0,S,synthetic
Finance Manager,148720.96,senior,FT,"Paris, France",50,S,synthetic
Junior PHP Developer,32684.4,entry,FT,Remote - Europe,0,S,synthetic
Recruitment Intern,33430.48,entry,FT,"London, UK",50,M,synthetic
Accounting Intern,45465.76,entry,FT,"Austin, TX",0,S,synthetic
